Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;counterbalance-9qvq;checkpoint-4d69;checkpoint-7y1f;checkpoint-fqea;Question Key;Response
10;1590825508235;30/05/2020 07:58:28;1590825506393;-5;30/05/2020 02:58:26;18755;2;questionnaire-89vf;;5216443;5e217a34e8ff3a469b5dfebc;1473562;;complete;;5ed20aa02433821708bad64a;computer;Desktop or Laptop;Windows 7;Chrome 63.0.3233.0;1366x768;1349x768;after demographic;demographic;4;BRAC1_vertLA_1st0;after consent;after demographic;Task done;education;Some university/higher education but no degree
11;1590825508235;30/05/2020 07:58:28;1590825506393;-5;30/05/2020 02:58:26;18755;2;questionnaire-89vf;;5216443;5e217a34e8ff3a469b5dfebc;1473562;;complete;;5ed20aa02433821708bad64a;computer;Desktop or Laptop;Windows 7;Chrome 63.0.3233.0;1366x768;1349x768;after demographic;demographic;4;BRAC1_vertLA_1st0;after consent;after demographic;Task done;education-quantised;4
12;1590825508235;30/05/2020 07:58:28;1590825506394;-5;30/05/2020 02:58:26;18755;2;questionnaire-89vf;;5216443;5e217a34e8ff3a469b5dfebc;1473562;;complete;;5ed20aa02433821708bad64a;computer;Desktop or Laptop;Windows 7;Chrome 63.0.3233.0;1366x768;1349x768;after demographic;demographic;4;BRAC1_vertLA_1st0;after consent;after demographic;Task done;psyKnowledge;Not at all
13;1590825508235;30/05/2020 07:58:28;1590825506395;-5;30/05/2020 02:58:26;18755;2;questionnaire-89vf;;5216443;5e217a34e8ff3a469b5dfebc;1473562;;complete;;5ed20aa02433821708bad64a;computer;Desktop or Laptop;Windows 7;Chrome 63.0.3233.0;1366x768;1349x768;after demographic;demographic;4;BRAC1_vertLA_1st0;after consent;after demographic;Task done;psyKnowledge-quantised;1
14;1590825508235;30/05/2020 07:58:28;1590825506395;-5;30/05/2020 02:58:26;18755;2;questionnaire-89vf;;5216443;5e217a34e8ff3a469b5dfebc;1473562;;complete;;5ed20aa02433821708bad64a;computer;Desktop or Laptop;Windows 7;Chrome 63.0.3233.0;1366x768;1349x768;after demographic;demographic;4;BRAC1_vertLA_1st0;after consent;after demographic;Task done;comment;
15;1590825508235;30/05/2020 07:58:28;1590825506396;-5;30/05/2020 02:58:26;18755;2;questionnaire-89vf;;5216443;5e217a34e8ff3a469b5dfebc;1473562;;complete;;5ed20aa02433821708bad64a;computer;Desktop or Laptop;Windows 7;Chrome 63.0.3233.0;1366x768;1349x768;after demographic;demographic;4;BRAC1_vertLA_1st0;after consent;after demographic;Task done;END QUESTIONNAIRE;70427
1;1590825618009;30/05/2020 08:00:18;1590825619220;2;30/05/2020 10:00:19;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1920x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;BEGIN QUESTIONNAIRE;
2;1590825644552;30/05/2020 08:00:44;1590825645828;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;sex;male
3;1590825644630;30/05/2020 08:00:44;1590825645829;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;sex-quantised;1
4;1590825644630;30/05/2020 08:00:44;1590825645829;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;age;32
5;1590825644630;30/05/2020 08:00:44;1590825645829;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;response-2;right-handed
6;1590825644630;30/05/2020 08:00:44;1590825645830;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;response-2-quantised;1
7;1590825644630;30/05/2020 08:00:44;1590825645830;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;response-2-text;
8;1590825644630;30/05/2020 08:00:44;1590825645830;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;response-3;Italian
9;1590825644630;30/05/2020 08:00:44;1590825645830;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;country;Italy
10;1590825644630;30/05/2020 08:00:44;1590825645830;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;education;Some university/higher education but no degree
11;1590825644630;30/05/2020 08:00:44;1590825645830;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;education-quantised;4
12;1590825644630;30/05/2020 08:00:44;1590825645830;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;psyKnowledge;Not at all
13;1590825644630;30/05/2020 08:00:44;1590825645830;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;psyKnowledge-quantised;1
14;1590825644630;30/05/2020 08:00:44;1590825645830;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;comment;
15;1590825644630;30/05/2020 08:00:44;1590825645831;2;30/05/2020 10:00:45;18755;2;questionnaire-89vf;;5216488;5dde6acfcaee3edc541ad36b;1473563;;complete;;5ed20a57cd9b9416fb4727d5;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x970;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;END QUESTIONNAIRE;26611
1;1590826873236;30/05/2020 08:21:13;1590826873051;1;30/05/2020 09:21:13;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1366x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;BEGIN QUESTIONNAIRE;
2;1590826942453;30/05/2020 08:22:22;1590826942297;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;sex;female
3;1590826943172;30/05/2020 08:22:23;1590826942306;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;sex-quantised;2
4;1590826943172;30/05/2020 08:22:23;1590826942307;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;age;27
5;1590826943172;30/05/2020 08:22:23;1590826942308;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;response-2;right-handed
6;1590826943172;30/05/2020 08:22:23;1590826942309;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;response-2-quantised;1
7;1590826943172;30/05/2020 08:22:23;1590826942311;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;response-2-text;
8;1590826943172;30/05/2020 08:22:23;1590826942312;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;response-3;English
9;1590826943172;30/05/2020 08:22:23;1590826942312;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;country;
10;1590826943172;30/05/2020 08:22:23;1590826942313;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;education;Bachelor degree
11;1590826943172;30/05/2020 08:22:23;1590826942315;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;education-quantised;5
12;1590826943172;30/05/2020 08:22:23;1590826942315;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;psyKnowledge;Not at all
13;1590826943172;30/05/2020 08:22:23;1590826942316;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;psyKnowledge-quantised;1
14;1590826943172;30/05/2020 08:22:23;1590826942317;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;comment;
15;1590826943172;30/05/2020 08:22:23;1590826942317;1;30/05/2020 09:22:22;18755;2;questionnaire-89vf;;5216682;5eabe11e57f54b1d4b51c985;1473557;;complete;;5ed20a5186801904e5db662f;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1366x768;1349x625;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;END QUESTIONNAIRE;69266
1;1590824791982;30/05/2020 07:46:31;1590824791143;2;30/05/2020 09:46:31;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1920x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;BEGIN QUESTIONNAIRE;
2;1590824814611;30/05/2020 07:46:54;1590824813822;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;sex;male
3;1590824814846;30/05/2020 07:46:54;1590824813824;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;sex-quantised;1
4;1590824814846;30/05/2020 07:46:54;1590824813824;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;age;24
5;1590824814846;30/05/2020 07:46:54;1590824813824;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;response-2;right-handed
6;1590824814846;30/05/2020 07:46:54;1590824813824;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;response-2-quantised;1
7;1590824814846;30/05/2020 07:46:54;1590824813824;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;response-2-text;
8;1590824814846;30/05/2020 07:46:54;1590824813824;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;response-3;English
9;1590824814846;30/05/2020 07:46:54;1590824813824;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;country;USA
10;1590824814846;30/05/2020 07:46:54;1590824813825;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;education;Bachelor degree
11;1590824814846;30/05/2020 07:46:54;1590824813825;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;education-quantised;5
12;1590824814846;30/05/2020 07:46:54;1590824813825;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;psyKnowledge;Not at all
13;1590824814846;30/05/2020 07:46:54;1590824813825;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;psyKnowledge-quantised;1
14;1590824814846;30/05/2020 07:46:54;1590824813825;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;comment;
15;1590824814846;30/05/2020 07:46:54;1590824813825;2;30/05/2020 09:46:53;18755;2;questionnaire-89vf;;5216335;5eb185511f2ed228a7d73436;1473549;;complete;;5ed20a543a625804d758dbdb;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_vertLA_1st300;after consent;after demographic;Task done;END QUESTIONNAIRE;22682
1;1590736841830;29/05/2020 07:20:41;1590736841745;1;29/05/2020 08:20:41;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1920x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;BEGIN QUESTIONNAIRE;
2;1590736878833;29/05/2020 07:21:18;1590736878798;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;sex;male
3;1590736878896;29/05/2020 07:21:18;1590736878800;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;sex-quantised;1
4;1590736878896;29/05/2020 07:21:18;1590736878800;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;age;30
5;1590736878896;29/05/2020 07:21:18;1590736878800;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;response-2;right-handed
6;1590736878896;29/05/2020 07:21:18;1590736878801;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;response-2-quantised;1
7;1590736878896;29/05/2020 07:21:18;1590736878801;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;response-2-text;
8;1590736878896;29/05/2020 07:21:18;1590736878801;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;response-3;English
9;1590736878896;29/05/2020 07:21:18;1590736878801;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;country;United Kingdom
10;1590736878896;29/05/2020 07:21:18;1590736878801;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;education;Bachelor degree
11;1590736878896;29/05/2020 07:21:18;1590736878801;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;education-quantised;5
12;1590736878896;29/05/2020 07:21:18;1590736878801;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;psyKnowledge;Not at all
13;1590736878896;29/05/2020 07:21:18;1590736878801;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;psyKnowledge-quantised;1
14;1590736878896;29/05/2020 07:21:18;1590736878802;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;comment;
15;1590736878896;29/05/2020 07:21:18;1590736878802;1;29/05/2020 08:21:18;18755;2;questionnaire-89vf;;5192046;5e0e52b46e96ba000b2441d5;1468952;;complete;;5ed0b14e18b7d4000b0f4974;computer;Desktop or Laptop;Linux x86_64;Chrome 83.0.4103.61;1920x1080;1905x1080;after demographic;demographic;4;BRAC1_vertAL_1st300;after consent;after demographic;Task done;END QUESTIONNAIRE;37057
1;1590736756233;29/05/2020 07:19:16;1590736767130;-4;29/05/2020 03:19:27;18755;2;questionnaire-89vf;;5192038;5ec37264194de71cb7b82637;1468953;;complete;;5ed0b153d3825018e39ca5de;computer;Desktop or Laptop;Windows 10;Chrome 80.0.3987.149;1366x768;1366x657;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;BEGIN QUESTIONNAIRE;
2;1590736794515;29/05/2020 07:19:54;1590736808640;-4;29/05/2020 03:20:08;18755;2;questionnaire-89vf;;5192038;5ec37264194de71cb7b82637;1468953;;complete;;5ed0b153d3825018e39ca5de;computer;Desktop or Laptop;Windows 10;Chrome 80.0.3987.149;1366x768;1349x657;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;sex;female
3;1590736794655;29/05/2020 07:19:54;1590736808642;-4;29/05/2020 03:20:08;18755;2;questionnaire-89vf;;5192038;5ec37264194de71cb7b82637;1468953;;complete;;5ed0b153d3825018e39ca5de;computer;Desktop or Laptop;Windows 10;Chrome 80.0.3987.149;1366x768;1349x657;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;sex-quantised;2
