"Event.Index";"UTC.Timestamp";"UTC.Date";"Local.Timestamp";"Local.Timezone";"Local.Date";"Experiment.ID";"Experiment.Version";"Tree.Node.Key";"Repeat.Key";"Schedule.ID";"Participant.Public.ID";"Participant.Private.ID";"Participant.Starting.Group";"Participant.Status";"Participant.Completion.Code";"Participant.External.Session.ID";"Participant.Device.Type";"Participant.Device";"Participant.OS";"Participant.Browser";"Participant.Monitor.Size";"Participant.Viewport.Size";"Checkpoint";"Task.Name";"Task.Version";"counterbalance.9qvq";"checkpoint.4d69";"checkpoint.7y1f";"checkpoint.fqea";"Question.Key";"Response"
"7";1594144857318;"07/07/2020 18:00:57";1594144855722;"1";"07/07/2020 19:00:55";18755;4;"questionnaire-89vf";NA;5952840;"5ed042d7d3825010f1ec701f";1675407;NA;"complete";NA;"5f04b1bfd4e9eb0f1ffd9082";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_horiAA_1st0";"after consent";"after demographic";"Task done";"response-2-text";""
"8";1594144857318;"07/07/2020 18:00:57";1594144855723;"1";"07/07/2020 19:00:55";18755;4;"questionnaire-89vf";NA;5952840;"5ed042d7d3825010f1ec701f";1675407;NA;"complete";NA;"5f04b1bfd4e9eb0f1ffd9082";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_horiAA_1st0";"after consent";"after demographic";"Task done";"response-3";"Portuguese"
"9";1594144857318;"07/07/2020 18:00:57";1594144855724;"1";"07/07/2020 19:00:55";18755;4;"questionnaire-89vf";NA;5952840;"5ed042d7d3825010f1ec701f";1675407;NA;"complete";NA;"5f04b1bfd4e9eb0f1ffd9082";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_horiAA_1st0";"after consent";"after demographic";"Task done";"country";"Portugal"
"10";1594144857318;"07/07/2020 18:00:57";1594144855724;"1";"07/07/2020 19:00:55";18755;4;"questionnaire-89vf";NA;5952840;"5ed042d7d3825010f1ec701f";1675407;NA;"complete";NA;"5f04b1bfd4e9eb0f1ffd9082";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_horiAA_1st0";"after consent";"after demographic";"Task done";"education";"High school diploma"
"11";1594144857318;"07/07/2020 18:00:57";1594144855725;"1";"07/07/2020 19:00:55";18755;4;"questionnaire-89vf";NA;5952840;"5ed042d7d3825010f1ec701f";1675407;NA;"complete";NA;"5f04b1bfd4e9eb0f1ffd9082";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_horiAA_1st0";"after consent";"after demographic";"Task done";"education-quantised";"3"
"12";1594144857318;"07/07/2020 18:00:57";1594144855725;"1";"07/07/2020 19:00:55";18755;4;"questionnaire-89vf";NA;5952840;"5ed042d7d3825010f1ec701f";1675407;NA;"complete";NA;"5f04b1bfd4e9eb0f1ffd9082";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_horiAA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge";"Not at all"
"13";1594144857318;"07/07/2020 18:00:57";1594144855726;"1";"07/07/2020 19:00:55";18755;4;"questionnaire-89vf";NA;5952840;"5ed042d7d3825010f1ec701f";1675407;NA;"complete";NA;"5f04b1bfd4e9eb0f1ffd9082";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_horiAA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
"14";1594144857318;"07/07/2020 18:00:57";1594144855726;"1";"07/07/2020 19:00:55";18755;4;"questionnaire-89vf";NA;5952840;"5ed042d7d3825010f1ec701f";1675407;NA;"complete";NA;"5f04b1bfd4e9eb0f1ffd9082";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_horiAA_1st0";"after consent";"after demographic";"Task done";"comment";""
"15";1594144857318;"07/07/2020 18:00:57";1594144855727;"1";"07/07/2020 19:00:55";18755;4;"questionnaire-89vf";NA;5952840;"5ed042d7d3825010f1ec701f";1675407;NA;"complete";NA;"5f04b1bfd4e9eb0f1ffd9082";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_horiAA_1st0";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"52524"
"1";1594144845131;"07/07/2020 18:00:45";1594144844054;"5,5";"07/07/2020 23:30:44";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1366x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"2";1594144886458;"07/07/2020 18:01:26";1594144885427;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"sex";"female"
"3";1594144886692;"07/07/2020 18:01:26";1594144885430;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"sex-quantised";"2"
"4";1594144886692;"07/07/2020 18:01:26";1594144885431;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"age";""
"5";1594144886692;"07/07/2020 18:01:26";1594144885431;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"6";1594144886692;"07/07/2020 18:01:26";1594144885431;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"7";1594144886692;"07/07/2020 18:01:26";1594144885431;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"response-2-text";""
"8";1594144886692;"07/07/2020 18:01:26";1594144885432;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"response-3";"Bengali"
"9";1594144886692;"07/07/2020 18:01:26";1594144885432;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"country";"South Africa"
"10";1594144886692;"07/07/2020 18:01:26";1594144885432;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"education";"Master degree"
"11";1594144886692;"07/07/2020 18:01:26";1594144885432;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"education-quantised";"6"
"12";1594144886692;"07/07/2020 18:01:26";1594144885433;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"psyKnowledge";"Not at all"
"13";1594144886692;"07/07/2020 18:01:26";1594144885433;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
"14";1594144886692;"07/07/2020 18:01:26";1594144885433;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"comment";""
"15";1594144886692;"07/07/2020 18:01:26";1594144885433;"5,5";"07/07/2020 23:31:25";18755;4;"questionnaire-89vf";NA;5952844;"5e989ed10180e00b42afc3cb";1675405;NA;"complete";NA;"5f04b1bc8e9fee107fab21a7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"41379"
"1";1594145046352;"07/07/2020 18:04:06";1594144987896;"2";"07/07/2020 20:03:07";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1920x1080";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"2";1594145133670;"07/07/2020 18:05:33";1594145075298;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"sex";"male"
"3";1594145133779;"07/07/2020 18:05:33";1594145075300;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"sex-quantised";"1"
"4";1594145133779;"07/07/2020 18:05:33";1594145075301;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"age";"20"
"5";1594145133779;"07/07/2020 18:05:33";1594145075301;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"6";1594145133779;"07/07/2020 18:05:33";1594145075301;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"7";1594145133779;"07/07/2020 18:05:33";1594145075301;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"response-2-text";""
"8";1594145133779;"07/07/2020 18:05:33";1594145075301;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"response-3";"Polish"
"9";1594145133779;"07/07/2020 18:05:33";1594145075301;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"country";"USA"
"10";1594145133779;"07/07/2020 18:05:33";1594145075301;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"education";"Some high school but no diploma"
"11";1594145133779;"07/07/2020 18:05:33";1594145075301;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"education-quantised";"2"
"12";1594145133779;"07/07/2020 18:05:33";1594145075302;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"psyKnowledge";"Not at all"
"13";1594145133779;"07/07/2020 18:05:33";1594145075302;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
"14";1594145133779;"07/07/2020 18:05:33";1594145075302;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"comment";""
"15";1594145133779;"07/07/2020 18:05:33";1594145075302;"2";"07/07/2020 20:04:35";18755;4;"questionnaire-89vf";NA;5952890;"5e9b8a878b4b8301c514b91f";1675403;NA;"complete";NA;"5f04b1be76695010644de165";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x977";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"87406"
"1";1594145780918;"07/07/2020 18:16:20";1594145779090;"-4";"07/07/2020 14:16:19";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1280x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"2";1594145829056;"07/07/2020 18:17:09";1594145827276;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"sex";"male"
"3";1594145829415;"07/07/2020 18:17:09";1594145827284;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"sex-quantised";"1"
"4";1594145829415;"07/07/2020 18:17:09";1594145827287;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"age";""
"5";1594145829415;"07/07/2020 18:17:09";1594145827288;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"6";1594145829415;"07/07/2020 18:17:09";1594145827289;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"7";1594145829415;"07/07/2020 18:17:09";1594145827290;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"response-2-text";""
"8";1594145829415;"07/07/2020 18:17:09";1594145827291;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"response-3";"english"
"9";1594145829415;"07/07/2020 18:17:09";1594145827292;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"country";"United States"
"10";1594145829415;"07/07/2020 18:17:09";1594145827292;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"education";"Master degree"
"11";1594145829415;"07/07/2020 18:17:09";1594145827293;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"education-quantised";"6"
"12";1594145829415;"07/07/2020 18:17:09";1594145827293;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge";"I've a degree related to one of these fields."
"13";1594145829415;"07/07/2020 18:17:09";1594145827293;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"4"
"14";1594145829415;"07/07/2020 18:17:09";1594145827294;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"comment";""
"15";1594145829415;"07/07/2020 18:17:09";1594145827294;"-4";"07/07/2020 14:17:07";18755;4;"questionnaire-89vf";NA;5953010;"5f02b1d445937e43c5032756";1675502;NA;"complete";NA;"5f04b1bebf13437691a264cb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"48208"
"1";1594146075809;"07/07/2020 18:21:15";1594146071056;"2";"07/07/2020 20:21:11";18755;4;"questionnaire-89vf";NA;5953060;"5e84b9cd3c01b3072fac9470";1675593;NA;"complete";NA;"5f04b1bdb9298175372bf6a9";"computer";"Desktop or Laptop";"Windows 7";"Chrome 83.0.4103.116";"1920x1080";"1920x937";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"2";1594146116830;"07/07/2020 18:21:56";1594146112144;"2";"07/07/2020 20:21:52";18755;4;"questionnaire-89vf";NA;5953060;"5e84b9cd3c01b3072fac9470";1675593;NA;"complete";NA;"5f04b1bdb9298175372bf6a9";"computer";"Desktop or Laptop";"Windows 7";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"sex";"female"
"3";1594146117017;"07/07/2020 18:21:57";1594146112147;"2";"07/07/2020 20:21:52";18755;4;"questionnaire-89vf";NA;5953060;"5e84b9cd3c01b3072fac9470";1675593;NA;"complete";NA;"5f04b1bdb9298175372bf6a9";"computer";"Desktop or Laptop";"Windows 7";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"sex-quantised";"2"
"4";1594146117017;"07/07/2020 18:21:57";1594146112147;"2";"07/07/2020 20:21:52";18755;4;"questionnaire-89vf";NA;5953060;"5e84b9cd3c01b3072fac9470";1675593;NA;"complete";NA;"5f04b1bdb9298175372bf6a9";"computer";"Desktop or Laptop";"Windows 7";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"age";"25"
"5";1594146117017;"07/07/2020 18:21:57";1594146112148;"2";"07/07/2020 20:21:52";18755;4;"questionnaire-89vf";NA;5953060;"5e84b9cd3c01b3072fac9470";1675593;NA;"complete";NA;"5f04b1bdb9298175372bf6a9";"computer";"Desktop or Laptop";"Windows 7";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"6";1594146117017;"07/07/2020 18:21:57";1594146112148;"2";"07/07/2020 20:21:52";18755;4;"questionnaire-89vf";NA;5953060;"5e84b9cd3c01b3072fac9470";1675593;NA;"complete";NA;"5f04b1bdb9298175372bf6a9";"computer";"Desktop or Laptop";"Windows 7";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
