"";"Event.Index";"UTC.Timestamp";"UTC.Date";"Local.Timestamp";"Local.Timezone";"Local.Date";"Experiment.ID";"Experiment.Version";"Tree.Node.Key";"Repeat.Key";"Schedule.ID";"Participant.Public.ID";"Participant.Private.ID";"Participant.Starting.Group";"Participant.Status";"Participant.Completion.Code";"Participant.External.Session.ID";"Participant.Device.Type";"Participant.Device";"Participant.OS";"Participant.Browser";"Participant.Monitor.Size";"Participant.Viewport.Size";"Checkpoint";"Task.Name";"Task.Version";"counterbalance.9qvq";"checkpoint.ngg1";"checkpoint.nubw";"checkpoint.t5ey";"Question.Key";"Response"
"156";"6";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"157";"7";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"response-2-text";""
"158";"8";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"response-3";"Spanish"
"159";"9";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"country";"Mexico"
"160";"10";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"education";"Some university/higher education but no degree"
"161";"11";1591198883695;"03/06/2020 15:41:23";1591198883076;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"education-quantised";"4"
"162";"12";1591198883695;"03/06/2020 15:41:23";1591198883076;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"163";"13";1591198883695;"03/06/2020 15:41:23";1591198883076;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"164";"14";1591198883695;"03/06/2020 15:41:23";1591198883076;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"comment";""
"165";"15";1591198883695;"03/06/2020 15:41:23";1591198883076;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"52868"
"166";"1";1591199279292;"03/06/2020 15:47:59";1591199277858;-5;"03/06/2020 10:47:57";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1920x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"167";"2";1591199354710;"03/06/2020 15:49:14";1591199353297;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"168";"3";1591199354912;"03/06/2020 15:49:14";1591199353301;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"169";"4";1591199354912;"03/06/2020 15:49:14";1591199353301;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"age";"23"
"170";"5";1591199354912;"03/06/2020 15:49:14";1591199353302;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"171";"6";1591199354912;"03/06/2020 15:49:14";1591199353302;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"172";"7";1591199354912;"03/06/2020 15:49:14";1591199353302;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"173";"8";1591199354912;"03/06/2020 15:49:14";1591199353304;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-3";"Spanish"
"174";"9";1591199354912;"03/06/2020 15:49:14";1591199353304;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"country";"Mexico"
"175";"10";1591199354912;"03/06/2020 15:49:14";1591199353304;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"education";"Bachelor degree"
"176";"11";1591199354912;"03/06/2020 15:49:14";1591199353305;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"5"
"177";"12";1591199354912;"03/06/2020 15:49:14";1591199353305;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Some knowledge as amateur"
"178";"13";1591199354912;"03/06/2020 15:49:14";1591199353305;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"2"
"179";"14";1591199354912;"03/06/2020 15:49:14";1591199353305;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"comment";""
"180";"15";1591199354912;"03/06/2020 15:49:14";1591199353306;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"75448"
"181";"1";1591194118307;"03/06/2020 14:21:58";1591194121700;1;"03/06/2020 15:22:01";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1366x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"182";"2";1591194158210;"03/06/2020 14:22:38";1591194161670;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"sex";"female"
"183";"3";1591194158288;"03/06/2020 14:22:38";1591194161675;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"sex-quantised";"2"
"184";"4";1591194158288;"03/06/2020 14:22:38";1591194161675;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"age";""
"185";"5";1591194158288;"03/06/2020 14:22:38";1591194161676;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"response-2";"left-handed"
"186";"6";1591194158288;"03/06/2020 14:22:38";1591194161677;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"response-2-quantised";"2"
"187";"7";1591194158288;"03/06/2020 14:22:38";1591194161677;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"response-2-text";""
"188";"8";1591194158288;"03/06/2020 14:22:38";1591194161678;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"response-3";"English"
"189";"9";1591194158288;"03/06/2020 14:22:38";1591194161678;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"country";"England"
"190";"10";1591194158288;"03/06/2020 14:22:38";1591194161679;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"education";"High school diploma"
"191";"11";1591194158288;"03/06/2020 14:22:38";1591194161679;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"education-quantised";"3"
"192";"12";1591194158288;"03/06/2020 14:22:38";1591194161680;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"193";"13";1591194158288;"03/06/2020 14:22:38";1591194161681;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"194";"14";1591194158288;"03/06/2020 14:22:38";1591194161681;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"comment";""
"195";"15";1591194158288;"03/06/2020 14:22:38";1591194161682;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"39982"
"196";"1";1591193913522;"03/06/2020 14:18:33";1591193912174;2;"03/06/2020 16:18:32";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1920x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"197";"2";1591193971491;"03/06/2020 14:19:31";1591193970204;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"198";"3";1591193971600;"03/06/2020 14:19:31";1591193970206;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"199";"4";1591193971600;"03/06/2020 14:19:31";1591193970207;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"age";"18"
"200";"5";1591193971600;"03/06/2020 14:19:31";1591193970207;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"201";"6";1591193971600;"03/06/2020 14:19:31";1591193970207;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"202";"7";1591193971600;"03/06/2020 14:19:31";1591193970207;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"203";"8";1591193971600;"03/06/2020 14:19:31";1591193970207;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-3";"Polish"
"204";"9";1591193971600;"03/06/2020 14:19:31";1591193970208;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"country";"Poland"
"205";"10";1591193971600;"03/06/2020 14:19:31";1591193970208;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"education";"High school diploma"
"206";"11";1591193971600;"03/06/2020 14:19:31";1591193970208;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"3"
"207";"12";1591193971600;"03/06/2020 14:19:31";1591193970208;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Some knowledge as amateur"
"208";"13";1591193971600;"03/06/2020 14:19:31";1591193970208;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"2"
"209";"14";1591193971600;"03/06/2020 14:19:31";1591193970208;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"comment";""
"210";"15";1591193971600;"03/06/2020 14:19:31";1591193970208;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"58034"
"211";"1";1591193647609;"03/06/2020 14:14:07";1591193646771;2;"03/06/2020 16:14:06";18619;2;"questionnaire-b579";NA;5290464;"5ec15cab0c15fc0358052c00";1490374;NA;"complete";NA;"5ed7aaaff5238f075c33b923";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1920x937";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"212";"2";1591193697107;"03/06/2020 14:14:57";1591193696262;2;"03/06/2020 16:14:56";18619;2;"questionnaire-b579";NA;5290464;"5ec15cab0c15fc0358052c00";1490374;NA;"complete";NA;"5ed7aaaff5238f075c33b923";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x937";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"213";"3";1591193697344;"03/06/2020 14:14:57";1591193696263;2;"03/06/2020 16:14:56";18619;2;"questionnaire-b579";NA;5290464;"5ec15cab0c15fc0358052c00";1490374;NA;"complete";NA;"5ed7aaaff5238f075c33b923";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x937";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"214";"4";1591193697344;"03/06/2020 14:14:57";1591193696263;2;"03/06/2020 16:14:56";18619;2;"questionnaire-b579";NA;5290464;"5ec15cab0c15fc0358052c00";1490374;NA;"complete";NA;"5ed7aaaff5238f075c33b923";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x937";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"age";"25"
