"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"task_R";"ANSWER_R";"cuecolor_R";"error_R";"prolific";"age";"sex";"psyKnowledge";"education";"handedness";"motherTongue";"country"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;37;534,995000000112;"L";1;0;NA;"L";"red";"black";"magnit";9;300;0;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;38;697,004999999888;"A";1;0;NA;"A";"blue";"black";"parity";6;300;1;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;39;1361,00499999989;"A";1;0;NA;"A";"blue";"black";"magnit";3;300;1;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;40;420,995000000112;"L";1;0;NA;"L";"red";"black";"magnit";9;300;0;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;41;507,004999999888;"L";1;1;NA;"A";"red";"black";"parity";8;300;1;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;42;1012;"A";1;0;NA;"A";"red";"black";"parity";4;300;0;0;0;1;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;43;723,994999999879;"A";1;0;NA;"A";"blue";"black";"magnit";3;300;1;0;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;44;586,000000000233;"L";1;0;NA;"L";"blue";"black";"parity";9;300;1;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;45;573,995000000112;"A";1;0;NA;"A";"red";"black";"magnit";2;300;1;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;46;1276,99500000011;"L";1;0;NA;"L";"red";"black";"parity";3;300;1;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;47;1025,99499999988;"A";1;0;NA;"A";"blue";"black";"magnit";4;300;1;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;48;1344,99500000011;"A";1;0;NA;"A";"red";"black";"parity";2;300;1;0;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;49;515,995000000112;"L";1;0;NA;"L";"blue";"black";"magnit";9;300;1;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;50;429;"A";1;0;NA;"A";"red";"black";"magnit";3;300;0;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;51;444;"L";1;0;NA;"L";"blue";"black";"magnit";7;300;0;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;52;451;"A";1;0;NA;"A";"blue";"black";"magnit";1;300;0;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;53;530;"L";1;0;NA;"L";"red";"black";"parity";3;300;1;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;54;557;"A";1;0;NA;"A";"blue";"black";"parity";2;300;0;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;55;480;"L";1;0;NA;"L";"red";"black";"magnit";8;300;1;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;56;582;"A";1;0;NA;"A";"red";"black";"parity";2;300;1;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;57;521,994999999879;"L";1;0;NA;"L";"red";"black";"parity";9;300;0;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;58;516,004999999888;"A";1;0;NA;"A";"red";"black";"magnit";1;300;1;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;59;684;"A";1;0;NA;"A";"red";"black";"parity";2;300;1;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;60;674;"L";1;0;NA;"L";"red";"black";"parity";1;300;0;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;61;1215,99999999977;"A";1;0;NA;"A";"blue";"black";"magnit";2;300;1;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;62;1582,00499999989;"L";1;0;NA;"L";"blue";"black";"magnit";9;300;0;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;63;631,004999999888;"L";1;0;NA;"L";"blue";"black";"magnit";8;300;0;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;64;971;"L";1;0;NA;"L";"red";"black";"parity";1;300;1;0;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;65;708,005000000121;"L";1;0;NA;"L";"red";"black";"magnit";7;300;1;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;66;1536,00500000012;"L";1;0;NA;"L";"red";"black";"magnit";6;300;0;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;67;1613;"L";1;0;NA;"L";"blue";"black";"parity";7;300;1;0;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;68;916;"A";1;0;NA;"A";"red";"black";"parity";4;300;0;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;69;615;"A";1;0;NA;"A";"blue";"black";"parity";6;300;0;0;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;70;533,004999999888;"A";1;0;NA;"A";"blue";"black";"magnit";4;300;1;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;71;579;"A";1;0;NA;"A";"red";"black";"magnit";1;300;0;0;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;72;615;"A";1;0;NA;"A";"red";"black";"parity";6;300;1;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;73;604,004999999888;"A";1;0;NA;"A";"red";"black";"parity";4;300;0;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;74;612,005000000121;"A";1;0;NA;"A";"blue";"black";"magnit";2;300;1;0;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;75;404;"L";1;0;NA;"L";"blue";"black";"magnit";9;300;0;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;76;744,005000000121;"L";1;0;NA;"L";"blue";"black";"parity";1;300;1;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;77;598,005000000121;"L";1;0;NA;"L";"blue";"black";"parity";3;300;0;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;78;576,005000000121;"A";1;0;NA;"A";"blue";"black";"magnit";1;300;1;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;79;1194,99499999988;"L";1;0;NA;"L";"red";"black";"magnit";9;300;0;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;80;2111,00500000012;"A";1;0;NA;"A";"red";"black";"magnit";4;300;0;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;81;2499,89999999967;NA;NA;1;1;"L";"red";"black";"parity";7;300;1;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;82;752;"L";1;0;NA;"L";"blue";"black";"magnit";8;300;1;0;1;1;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;83;1103;"A";1;0;NA;"A";"red";"black";"magnit";1;300;0;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;84;757,004999999888;"L";1;0;NA;"L";"red";"black";"parity";3;300;1;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;85;2232;"A";1;0;NA;"A";"blue";"black";"magnit";1;300;1;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;86;646;"A";1;0;NA;"A";"red";"black";"magnit";3;300;0;0;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;87;703;"L";1;0;NA;"L";"blue";"black";"parity";9;300;1;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;88;621,004999999888;"L";1;0;NA;"L";"red";"black";"parity";7;300;0;0;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;89;1027;"A";1;0;NA;"A";"blue";"black";"parity";4;300;0;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;90;527;"L";1;0;NA;"L";"red";"black";"parity";9;300;0;1;1;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;91;1186,00500000012;"A";1;0;NA;"A";"red";"black";"magnit";3;300;1;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;92;887;"A";1;0;NA;"A";"red";"black";"parity";6;300;1;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;93;945,004999999655;"A";1;0;NA;"A";"red";"black";"magnit";2;300;1;0;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;94;458;"L";1;0;NA;"L";"red";"black";"magnit";6;300;0;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;95;444;"A";1;0;NA;"A";"red";"black";"magnit";4;300;0;1;0;0;1;"28";"female";"Not at all";"Master degree";"left-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;0;573;"A";1;0;NA;"A";"red";"black";"magnit";2;300;99;99;99;99;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;1;544;"L";1;0;NA;"L";"red";"black";"parity";3;300;1;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;2;1358;"L";1;0;NA;"L";"blue";"black";"magnit";6;300;1;0;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;3;572;"A";1;0;NA;"A";"red";"black";"magnit";1;300;0;1;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;4;1164;"L";1;0;NA;"L";"blue";"black";"parity";3;300;1;1;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;5;632;"A";1;0;NA;"A";"blue";"black";"magnit";1;300;1;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;6;1103;"A";1;1;NA;"L";"blue";"black";"parity";7;300;1;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;7;1464;"A";1;1;NA;"L";"red";"black";"magnit";9;300;1;0;1;1;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;8;1069;"A";1;0;NA;"A";"blue";"black";"magnit";3;300;0;1;1;1;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;9;1514;"L";1;0;NA;"L";"red";"black";"parity";1;300;1;1;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;10;957;"A";1;0;NA;"A";"red";"black";"parity";2;300;0;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;11;1145;"A";1;0;NA;"A";"red";"black";"parity";8;300;0;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;12;1009;"A";1;0;NA;"A";"red";"black";"parity";4;300;0;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;13;708;"L";1;0;NA;"L";"red";"black";"magnit";7;300;1;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;14;903;"L";1;0;NA;"L";"red";"black";"parity";3;300;1;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;15;648;"A";1;0;NA;"A";"red";"black";"magnit";4;300;1;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;16;1266;"L";1;0;NA;"L";"blue";"black";"parity";7;300;1;1;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;17;736;"A";1;0;NA;"A";"blue";"black";"parity";4;300;0;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;18;1374;"A";1;0;NA;"A";"blue";"black";"parity";6;300;0;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;19;1108;"L";1;1;NA;"A";"red";"black";"magnit";1;300;1;0;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;20;805;"A";1;0;NA;"A";"blue";"black";"magnit";2;300;0;0;1;1;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;21;722;"L";1;0;NA;"L";"blue";"black";"magnit";8;300;0;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;22;1115;"A";1;0;NA;"A";"blue";"black";"parity";6;300;1;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;23;762;"A";1;0;NA;"A";"blue";"black";"magnit";3;300;1;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;24;1085;"A";1;0;NA;"A";"blue";"black";"parity";4;300;1;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;25;929;"A";1;0;NA;"A";"red";"black";"parity";2;300;0;0;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;26;587;"L";1;0;NA;"L";"red";"black";"magnit";9;300;1;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;27;1697;"L";1;0;NA;"L";"blue";"black";"parity";3;300;1;0;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;28;609;"A";1;0;NA;"A";"blue";"black";"magnit";2;300;1;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;29;1523;"L";1;0;NA;"L";"red";"black";"magnit";9;300;0;1;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;30;2145;"L";1;0;NA;"L";"blue";"black";"magnit";7;300;0;0;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;31;545;"A";1;0;NA;"A";"blue";"black";"magnit";1;300;0;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;32;1047;"A";1;0;NA;"A";"blue";"black";"parity";6;300;1;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;33;1074;"L";1;0;NA;"L";"blue";"black";"magnit";9;300;1;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;34;1637;"L";1;0;NA;"L";"blue";"black";"parity";7;300;1;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;35;1515;"A";1;0;NA;"A";"red";"black";"magnit";4;300;1;1;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;36;1063;"A";1;0;NA;"A";"red";"black";"parity";6;300;1;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;37;2096;"A";1;0;NA;"A";"blue";"black";"magnit";3;300;1;0;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;38;1557;"L";1;0;NA;"L";"red";"black";"magnit";6;300;0;1;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;39;645;"L";1;0;NA;"L";"red";"black";"magnit";8;300;0;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;40;748;"A";1;1;NA;"L";"blue";"black";"parity";1;300;1;0;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;41;1194;"L";1;0;NA;"L";"red";"black";"parity";3;300;0;0;1;1;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;42;680;"A";1;0;NA;"A";"red";"black";"parity";4;300;0;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;43;936;"A";1;0;NA;"A";"red";"black";"parity";8;300;0;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;44;884;"A";1;0;NA;"A";"red";"black";"parity";2;300;0;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;45;754;"A";1;0;NA;"A";"blue";"black";"parity";4;300;0;0;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;46;647;"L";1;0;NA;"L";"red";"black";"magnit";6;300;1;1;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;47;1178;"L";1;0;NA;"L";"blue";"black";"parity";1;300;1;0;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;48;995;"L";1;0;NA;"L";"blue";"black";"magnit";9;300;1;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;49;1208;"L";1;0;NA;"L";"red";"black";"parity";1;300;1;0;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;50;1394;"L";1;0;NA;"L";"red";"black";"parity";7;300;0;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;51;936;"L";1;0;NA;"L";"red";"black";"parity";9;300;0;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;52;759;"L";1;0;NA;"L";"red";"black";"parity";7;300;0;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;53;878;"L";1;0;NA;"L";"blue";"black";"parity";3;300;0;0;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;54;855;"A";1;0;NA;"A";"blue";"black";"parity";8;300;0;1;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;55;1082;"A";1;0;NA;"A";"red";"black";"parity";4;300;0;0;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;56;602;"L";1;0;NA;"L";"blue";"black";"parity";9;300;0;1;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;57;848;"A";1;0;NA;"A";"red";"black";"parity";6;300;0;1;1;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
"5a9bb11435237b0001129a35";"BRAC1_horiLL_1st300";0;58;591;"A";1;0;NA;"A";"red";"black";"magnit";2;300;1;0;0;0;1;"21";"male";"Not at all";"Some university/higher education but no degree";"right-handed";"Polish";"Poland"
